,Date,Ticker,Url,headline,source,snippet
7,15 hours ago,MSFT,"https://www.gematsu.com/2022/12/famitsu-sales-11-21-22-11-27-22"" ",Famitsu Sales: 11/21/22 - 11/27/22 [Update],Gematsu,"PlayStation 5 and Xbox Series consoles continue to face stock issues. ... 
[NSW] Minecraft (Microsoft, 06/21/18) – 11,223 (2,866,629)..."
8,3 weeks ago,MSFT,"https://stockhouse.com/news/press-releases/2022/11/09/mediavalet-reports-third-quarter-2022-results"" ",2022-11-09 | TSX:MVP | Press Release | MediaValet,Stockhouse,"November 9, 2022) - MediaValet Inc. (TSX: MVP) (the Company), ... During 
the quarter, issued new hire stock option grants to certain..."
9,3 weeks ago,MSFT,"https://www.zacks.com/stock/news/2016949/amazon-loses-1t-market-value-time-for-amzd-etf"" ",Amazon Loses $1T Market Value: Time for AMZD ETF?,Zacks,"Shares in the e-commerce and cloud company nosedived 4.3% on Nov 9, ... As 
of November 9, MSFT had $1.674 trillion and AMZN had about..."
0,4 days ago,MSFT,"https://www.foxbusiness.com/markets/ftc-may-block-activision-blizzard-microsoft-sale-faster-mercedes-more-mondays-5-things"" ","FTC may block Activision Blizzard-Microsoft sale, faster Mercedes and more: 
Monday's 5 things to know",Fox Business,"Shares of Manchester United jumped $2.41, or 13%, to $21.21, continuing to 
gain on news that the controlling Glazer family is exploring a..."
1,3 weeks ago,MSFT,"https://seekingalpha.com/article/4556341-the-1-minute-market-report-november-10-2022"" ","The 1-Minute Market Report November 10, 2022",Seeking Alpha,"The top 7 stocks by market cap (big tech names, like Apple (AAPL), 
Microsoft (MSFT), Alphabet (GOOG) (GOOGL)) enjoyed a strong up move today..."
2,2 weeks ago,MSFT,"https://news.bloomberglaw.com/esg/activisions-69-billion-sale-to-microsoft-draws-court-challenge"" ",Activision's $69 Billion Sale to Microsoft Draws Challenge (1),Bloomberg Law,"Activision Blizzard Inc., Del. Ch., No. 2022-1001, complaint unsealed 
11/10/22. (Updates with Activision's response in paragraphs five and six..."
3,3 weeks ago,MSFT,"https://www.zacks.com/stock/news/2016949/amazon-loses-1t-market-value-time-for-amzd-etf"" ",Amazon Loses $1T Market Value: Time for AMZD ETF?,Zacks,"Shares in the e-commerce and cloud company nosedived 4.3% on Nov 9, ... As 
of November 9, MSFT had $1.674 trillion and AMZN had about..."
4,3 weeks ago,MSFT,https://www.mediapost.com/publications/article/379620/why-is-microsoft-2-fastest-growing-brand.html?e,Why Is Microsoft #2 Fastest-Growing Brand? 11/10/2022,MediaPost,"Microsoft grew its brand value by 32%, matching Tesla and Chanel. ... 
earnings for its fiscal 2023 caused the company's stock to dip."
5,3 weeks ago,MSFT,"https://www.morningstar.com/news/marketwatch/20221110449/all-30-dow-stocks-rising-led-by-tech-giants-salesforce-microsoft-and-apple"" ","All 30 Dow stocks rising, led by tech giants Salesforce ...",Morningstar,"All 30 Dow stocks rising, led by tech giants Salesforce, Microsoft and 
Apple. Provided by Dow Jones. Nov 10, 2022 6:03 AM PST."
6,3 weeks ago,MSFT,"https://www.zacks.com/stock/news/2016958/amazon-amzn-boosts-reach-in-europe-with-switzerland-region"" ",Amazon (AMZN) Boosts Reach in Europe With Switzerland Region,Zacks,"Screening · Stock Screener · Mutual Fund Screener · ETF Screener ... 
Research November 10, 2022. AMZN Quick Quote AMZN MSFT Quick Quote MSFT"
7,3 weeks ago,MSFT,"https://www.indiatimes.com/worth/news/apple-stock-market-record-with-191-billion-dollar-single-day-surge-584516.html"" ","Apple's Nearly $191 Billion Single-Day Surge In Market Value Sets 
Stock-Market Record",Indiatimes.com,"The 10th of November 2022 will go down in stock market history as a ... 
Also Read: Why Did Tech Giants Microsoft &amp; Apple Skip The Number 9..."
8,3 weeks ago,MSFT,"https://m.marketscreener.com/quote/stock/WILDBRAIN-LTD-18206330/news/Transcript-WildBrain-Ltd-Q1-2023-Earnings-Call-Nov-10-2022-42274054/"" ","Transcript : WildBrain Ltd., Q1 2023 Earnings Call, Nov 10, 2022",MarketScreener,"Transcript : WildBrain Ltd., Q1 2023 Earnings Call, Nov 10, 2022. Link 
copied ... including episodic series, TV specials and features."
9,3 weeks ago,MSFT,"https://www.zacks.com/stock/news/2016952/oracle-orcl-makes-order-and-pay-easier-at-restaurants"" ",Oracle (ORCL) Makes Order and Pay Easier at Restaurants,Zacks,"Screening · Stock Screener · Mutual Fund Screener · ETF Screener ... 
Research November 10, 2022. AMZN Quick Quote AMZN MSFT Quick Quote MSFT"
0,3 weeks ago,MSFT,"https://wtop.com/news/2022/11/artificial-intelligence-stocks-the-10-best-ai-companies-10/"" ",Artificial Intelligence Stocks: The 10 Best AI Companies,WTOP,"In 2020, Microsoft announced the construction of a new supercomputer hosted 
in Azure, Microsoft's cloud computing network."
1,1 day ago,MSFT,"https://www.forbes.com/sites/paultassi/2022/12/01/todd-howard-explains-why-starfield-was-delayed-past-its-fixed-xbox-release-date/"" ","Todd Howard Explains Why ‘Starfield’ Was Delayed Past Its ‘Fixed’ Xbox 
Release Date",Forbes,"Elsewhere in the interview, Todd Howard talks about how while he enjoys 
working with Microsoft and Xbox, it's a new level of pressure,..."
2,3 weeks ago,MSFT,"https://www.bloomberg.com/news/videos/2022-11-11/-bloomberg-daybreak-middle-east-full-show-11-11-2022"" ",Watch 'Bloomberg Daybreak: Middle East' Full Show (11/11 ...,Bloomberg.com,"Microsoft up 8 percent. One hundred and forty billion dollars. But it comes 
down to Mary Daly, who says, yes, it's good news, but pausing is..."
3,3 weeks ago,MSFT,"https://www.zacks.com/stock/news/2017525/zoom-zm-reveals-new-partnerships-during-zoomtopia-2022"" ",Zoom (ZM) Reveals New Partnerships During Zoomtopia 2022,Zacks,"Zoom (ZM) Reveals New Partnerships During Zoomtopia 2022. Zacks Equity 
Research November 11, 2022. MSFT Quick Quote MSFT CSCO Quick Quote"
4,3 weeks ago,MSFT,"https://www.gurufocus.com/news/1890612/nomura-asset-management-co-ltd-buys-3-sells-2-in-3rd-quarter"" ",NOMURA ASSET MANAGEMENT CO LTD,GuruFocus,"On 11/11/2022, Microsoft Corp traded for a price of $242.98 per share and a 
market cap of $1,811.29Bil. The stock has returned -25.80% over..."
5,3 weeks ago,MSFT,"https://www.bloomberg.com/news/videos/2022-11-11/-bloomberg-surveillance-simulcast-full-show-11-11-2022"" ",Watch 'Bloomberg Surveillance Simulcast' Full Show 11/11/2022,Bloomberg.com,"So that calling in an inflation that we've all been waiting for should be 
good news for tech stocks. It was yesterday."
6,3 weeks ago,MSFT,"https://www.news4jax.com/business/2022/11/10/global-stocks-decline-ahead-of-us-inflation-update/"" ",Asian stocks surge after lower US inflation eases rate fears,News4JAX,"India's Sensex opened up 1.6% to 61,579.12. New Zealand and Southeast Asian 
markets advanced. On Wall Street, the S&amp;P 500 gained to 3,956.37,..."
7,3 weeks ago,MSFT,"https://www.moneycontrol.com/news/business/earnings/kirloskar-bros-consolidated-september-2022-net-sales-at-rs-864-00-crore-up-15-y-o-y-9495171.html"" ","Kirloskar Bros Consolidated September 2022 Net Sales at Rs 864.00 crore, up 
15% Y-o-Y",Moneycontrol,"0.76 in September 2021. Kirloskar Bros shares closed at 369.80 on November 
10, 2022 (NSE) and has given 32.12% returns over..."
8,3 weeks ago,MSFT,"https://www.thehindubusinessline.com/economy/india-us-bilateral-trade-expected-to-touch-new-highs-in-coming-years-yellen/article66123752.ece"" ",India-US bilateral trade expected to touch new highs in coming years: Yellen,The Hindu Business Line,"... addresses a gathering during a visit to the Microsoft India Development 
Center, in Noida, Friday, Nov. 11, 2022. - PTI | Photo Credit: -."
9,3 weeks ago,MSFT,"https://www.benzinga.com/markets/options/22/11/29620716/10-information-technology-stocks-with-whale-alerts-in-todays-session"" ","10 Information Technology Stocks With Whale Alerts In Today's Session - 
Microsoft (NASDAQ:MSFT), MicroStr",Benzinga,"It expires in 3 day(s) on November 11, 2022. Parties traded 200 contract(s) 
at a $150.00 strike. ... Regarding MSFT. MSFT+ Free Alerts."
0,3 weeks ago,MSFT,"https://www.livemint.com/mutual-fund/mf-news/why-ppfas-mutual-fund-continues-to-hold-alphabet-microsoft-amazon-and-meta-stocks-11668327748149.html"" ","Why PPFAS Mutual Fund continues to hold Alphabet, Microsoft, Amazon and 
Meta stocks | Mint",Mint,"Why foreign stocks' was the focus of the Parag Parikh mutual fund's ninth 
unitholders' meet held on November 12, 2022 in Mumbai."
1,3 weeks ago,MSFT,"https://finance.yahoo.com/news/ftx-crypto-wallets-see-mysterious-042044681.html"" ","'FTX Has Been Hacked': Crypto Disaster Worsens as Exchange Sees Mysterious 
Outflows Exceeding $600M",Yahoo Finance,"Soon after, FTX stated in its official Telegram channel that it ... UPDATE 
(Nov. 12, 2022, 06:00 UTC): Adds updates and details throughout."
2,3 weeks ago,MSFT,"https://finance.yahoo.com/news/seo-rockstars-2022-renowned-seo-133000782.html"" ",SEO Rockstars 2022 Renowned SEO Event Launches Its 11th Annual Conference,Yahoo Finance,"Dallas, Texas, Nov. 12, 2022 (GLOBE NEWSWIRE) -- SEO Rockstars ... new 
techniques, and invaluable advice in a variety of crucial SEO areas."
3,3 weeks ago,MSFT,"https://finance.yahoo.com/news/iphone-14-black-friday-deals-130500879.html"" ","iPhone 14 Black Friday Deals (2022): Top Early Apple iPhone 14, 14 Pro, 14 
Pro Max &amp; 14 Plus Savings Compared by Consumer Articles",Yahoo Finance,"BOSTON, November 12, 2022--(BUSINESS WIRE)--Here's our list of the top ... 
Articles: Consumer Articles shares informative e-commerce news."
4,2 weeks ago,MSFT,"https://finance.yahoo.com/news/rigetti-computing-files-extension-third-210500280.html"" ","Rigetti Computing Files Extension for Third Quarter 2022 Financial Results 
and Provides Business Update",Yahoo Finance,"On November 12, 2022, the Board of Directors of the Company appointed ... 
Aspen-11 available for public preview on Microsoft Azure Quantum."
5,3 weeks ago,MSFT,"https://finance.yahoo.com/news/black-friday-griddle-deals-2022-132000783.html"" ","Black Friday Griddle Deals 2022: Early Masterbuilt, Pit Boss, Blackstone, 
Traeger &amp; More Griddle Savings Listed by Deal Stripe",Yahoo Finance,"BOSTON, November 12, 2022--(BUSINESS WIRE)--Find the best early griddle ... 
About Deal Stripe: Deal Stripe shares e-commerce and sales news."
6,1 month ago,MSFT,"https://www.cnbctv18.com/technology/microsoft-starts-rolling-out-android-12l-for-surface-duo-duo-2-15020481.htm"" ","Microsoft Starts Rolling Out Android 12l For Surface Duo, Duo 2",CNBCTV18.com,"Check out our in-depth Market Coverage, Business News &amp; get real-time Stock 
Market Updates on CNBC-TV18. Also, Watch our channels CNBC-TV18,..."
7,03-Oct-2022,MSFT,"https://www.moneycontrol.com/news/photos/business/stocks/stocks-to-watch-today-eicher-motors-bata-india-escorts-kubota-and-others-in-news-today-9267001.html"" ","Stocks to Watch Today | Suzlon, Eicher Motors, Bata India, Escorts Kubota, 
and others in news today",Moneycontrol,"Stocks to Watch Today | Suzlon, Eicher Motors, Bata India, Escorts Kubota, 
and others in news today. Stocks to Watch: Check out the companies..."
8,03-Oct-2022,MSFT,"https://www.moneycontrol.com/news/photos/business/stocks/gainers-losers-10-stocks-that-moved-the-most-on-october-3-9271221.html"" ",Gainers &amp; Losers: 10 stocks that moved the most on October 3,Moneycontrol,"Vidhya Srinivasan, Director – Finance, and CFO, has decided to relinquish 
her positions effective November 12, 2022. Albert David: Albert David..."
9,1 month ago,MSFT,"https://seekingalpha.com/news/3890395-snowflake-drops-as-bernstein-starts-coverage-says-gaining-share-will-be-difficult"" ","Snowflake drops as Bernstein starts coverage, says gaining ...",Seeking Alpha,"Snowflake (NYSE:SNOW) shares fell nearly 4% on Tuesday as investment ... 
will require gaining significant revenue and share in new markets..."
0,3 weeks ago,MSFT,"https://thecyberwire.com/newsletters/daily-briefing/11/216"" ",No early signs of cyber disruption to US elections. CISA adds ...,CyberWire,"Microsoft yesterday released fixes to address sixty-eight issues in ... 
Pentagon: Xi and Putin 'edging toward an alliance' (Defense News)..."
1,3 weeks ago,MSFT,"https://ca.news.yahoo.com/browser-extension-tells-you-who-paid-for-twitter-verification-012103388.html"" ",This browser extension tells you who paid for Twitter verification,Yahoo News Canada,"... verified for being ""notable in government, news, entertainment, ... Lim 
says it should work with Microsoft Edge as well as Firefox,..."
2,1 month ago,MSFT,"https://thecyberwire.com/newsletters/daily-briefing/11/213"" ",BEC gang impersonates law firms. Transportation disruptions ...,CyberWire,"It also includes Microsoft's commitment of $400 million to enable Ukraine 
to ... Ukrainians face nuclear threat with grit and dark humor (AP NEWS) 
Dmytro..."
3,2 weeks ago,MSFT,"https://www.marketscreener.com/quote/stock/IONQ-INC-117182090/news/IonQ-to-Present-End-to-End-Quantum-Computing-Solutions-at-SC22-42308461/"" ",IonQ to Present End-to-End Quantum Computing Solutions at SC22,MarketScreener,"The multi-day event will take place in Dallas, Texas, on November 13-18, 
2022, and feature joint IonQ presentations and demos with quantum..."
4,4 days ago,MSFT,"https://mustreadalaska.com/free-beacon-analysis-what-in-the-actual-f-is-wrong-with-these-people/"" ",Free Beacon analysis: What in the actual F- is wrong with ...,Must Read Alaska,"News broke this week that the FTX currency exchange, similar to a Ponzi… 
... “half in a mutual fund and half in this stock “Microsoft”…"
5,30-Jun-2022,MSFT,"https://www.geekwire.com/2022/interview-microsofts-president-on-turbulent-times-for-the-company-country-and-world/"" ",Interview: Microsoft's president on turbulent times for the ...,GeekWire,"Microsoft President Brad Smith is facing an array global, national and 
corporate ... is to take stock of our policies and our practices,..."
6,18-Jul-2022,MSFT,"https://www.infoq.com/news/2022/07/java-news-roundup-jul11-2022/"" ",Java News Roundup: Microsoft Joins MicroProfile and Jakarta ...,InfoQ,"This week's Java roundup for July 11th, 2022, features news from JDK 19, 
JDK 20, Microsoft joins MicroProfile and Jakarta EE working groups,..."
7,30-Aug-2022,MSFT,"https://www.financialexpress.com/market/us-stocks-wall-street-retreats-as-rate-hike-concerns-persist/2648872/"" ",US stocks: Wall Street retreats as rate hike concerns persist,The Financial Express,"Megacap technology and growth stocks such as Apple Inc , off 1.37%, and 
Microsoft Corp, down 1.07% were among the biggest drags on the index as..."
8,1 month ago,MSFT,"https://visualstudiomagazine.com/articles/2022/10/28/dev-box-azure-vs-images.aspx"" ",New Azure Visual Studio Images Support Microsoft Dev Box,Visual Studio Magazine,"To do that, the image comes with the stock allotment of tools and settings: 
Gen2 VM images; Visual Studio 2022 (Pro or Enterprise, depending on..."
9,28-Jun-2022,MSFT,"https://www.infoq.com/news/2022/06/dowhy-pywhy-aws-microsoft/"" ","AWS and Microsoft Working Together on PyWhy, the New ...",InfoQ,"DoWhy is one of the existing causality libraries that focuses on several 
methods of effect estimation, with the overall objective of determining..."
0,2 weeks ago,MSFT,"https://news.microsoft.com/2022/11/14/microsoft-announces-the-microsoft-supply-chain-platform-a-new-design-approach-for-supply-chain-agility-automation-and-sustainability/"" ","Microsoft announces the Microsoft Supply Chain Platform, a ...",Microsoft News,"Nov. 14, 2022 — On Monday, Microsoft Corp. announced the Microsoft ... 
using data from their supply chain network to predict stock-outs,..."
1,1 week ago,MSFT,"https://stocknews.com/news/msft-vrtx-cnc-a-mye-the-5-best-stocks-to-invest-in-for-the-long/"" ",MSFT: The 5 Best Stocks to Invest in for the Long Term,StockNews.com,"On November 14, 2022, MSFT announced the MSFT Supply Chain Platform launch 
and the Microsoft Supply Chain Center preview."
2,2 weeks ago,MSFT,"https://www.gurufocus.com/news/1892203/bill-gates-buys-4-sells-1-in-3rd-quarter"" ","Bill Gates Buys 4, Sells 1 in 3rd Quarter",GuruFocus,"On 11/14/2022, Microsoft Corp traded for a price of $241.55 per share and a 
market cap of $1,800.63Bil. The stock has returned -27.53% over..."
3,2 weeks ago,MSFT,"https://www.marketscreener.com/quote/stock/THOUGHTWORKS-HOLDING-INC-126986329/news/Transcript-Thoughtworks-Holding-Inc-Q3-2022-Earnings-Call-Nov-14-2022-42307901/"" ","Transcript : Thoughtworks Holding, Inc., Q3 2022 Earnings Call, Nov 14, 2022",MarketScreener,"... Thoughtworks Holding, Inc., Q3 2022 Earnings Call, Nov 14, 2022 ... the 
first data product insight the HDAP Microsoft Azure platform,..."
